key_0,request_id,unique_key,created_date,closed_date,complaint_type_id,borough_id,descriptor,location_type,incident_zip,latitude,longitude,status,borough_name,complaint_type,category,full_date,date_id,year,month,day_of_week,is_weekend
2026-08-10,21,70013675,2026-08-10 01:44:27,,4,1,Partial Access,Street/Sidewalk,11419,40.68787283495412,-73.83335803267794,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,22,70009379,2026-08-10 01:44:18,,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.73494301833083,-73.95743958931382,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,23,70013032,2026-08-10 01:44:15,,6,3,Blocked Hydrant,Street/Sidewalk,10461,40.849732829842935,-73.83125368266671,In Progress,Bronx,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,24,70006109,2026-08-10 01:44:08,,8,2,Loud Music/Party,Street/Sidewalk,10040,40.861870823878704,-73.9260685381408,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,25,70009220,2026-08-10 01:43:50,,4,4,No Access,Street/Sidewalk,11219,40.63825259577264,-74.0020033318467,In Progress,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,26,70008610,2026-08-10 01:43:25,,8,2,Loud Music/Party,Street/Sidewalk,10016,40.746840259656935,-73.98571562674624,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,27,70009120,2026-08-10 01:43:06,,8,3,Loud Music/Party,Street/Sidewalk,10462,40.8499974112431,-73.86786880816999,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,28,70011699,2026-08-10 01:42:01,,6,3,Blocked Hydrant,Street/Sidewalk,10461,40.85068512402149,-73.83117174491237,In Progress,Bronx,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,29,70004212,2026-08-10 01:41:56,,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.73068111897057,-73.95939069232946,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,30,70011126,2026-08-10 01:41:51,,4,1,No Access,Street/Sidewalk,11432,40.71324634490624,-73.79633907014917,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,31,70005570,2026-08-10 01:41:06,,9,1,Car Service Company Report,,11374,40.7262514091044,-73.8566952337213,In Progress,Queens,For Hire Vehicle Report,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,32,70008531,2026-08-10 01:36:42,,6,1,Commercial Overnight Parking,Street/Sidewalk,11374,40.7262514091044,-73.8566952337213,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,33,70011546,2026-08-10 00:50:05,,10,1,Lead Kit,Residential Building,11419,40.69234046667917,-73.81313859020266,In Progress,Queens,Lead,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,34,70004823,2026-08-10 01:40:20,2026-08-10 01:41:25,6,2,Blocked Sidewalk,Street/Sidewalk,10040,40.86205543584159,-73.92719628819097,Closed,Manhattan,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,35,70013893,2026-08-10 01:40:11,,3,2,Loud Music/Party,Residential Building/House,10031,40.82500173550564,-73.94707706298178,In Progress,Manhattan,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,36,70012523,2026-08-10 01:39:58,,8,1,Loud Music/Party,Street/Sidewalk,11369,40.76730008834117,-73.88436857976536,In Progress,Queens,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,37,70009397,2026-08-10 01:39:50,,1,4,Driver Complaint - Non Passenger,Street,11211,40.71405623639831,-73.9525290804181,In Progress,Brooklyn,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,38,70012649,2026-08-10 01:39:04,2026-08-10 01:40:14,8,2,Loud Music/Party,Street/Sidewalk,10040,40.861870823878704,-73.9260685381408,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,39,70011098,2026-08-10 01:38:49,,3,1,Loud Music/Party,Residential Building/House,11420,40.67447621867005,-73.80739888339593,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,40,70008541,2026-08-10 01:38:48,,3,1,Loud Music/Party,Residential Building/House,11434,40.67880544471437,-73.78902090367177,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,41,70005533,2026-08-10 01:37:42,,6,4,Blocked Bike Lane,Street/Sidewalk,11206,40.70785817289835,-73.94545680010864,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,42,70013187,2026-08-10 01:37:39,,3,4,Loud Music/Party,Residential Building/House,11203,40.65051772134013,-73.93125073500806,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,43,70006492,2026-08-10 01:37:32,,4,3,No Access,Street/Sidewalk,10461,40.84548045571873,-73.82699592715447,In Progress,Bronx,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,44,70011942,2026-08-10 01:37:32,,3,4,Loud Music/Party,Residential Building/House,11208,40.667133987764025,-73.87761764015293,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,45,70013210,2026-08-10 01:37:13,,8,2,Loud Talking,Street/Sidewalk,10002,40.71854412310269,-73.98237036508074,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,46,70004575,2026-08-10 01:37:00,,5,1,Loud Music/Party,Club/Bar/Restaurant,11385,40.7060624863299,-73.91317397090971,In Progress,Queens,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,47,70004616,2026-08-10 01:37:00,,3,1,Loud Music/Party,Residential Building/House,11365,40.73410221047962,-73.80492443747828,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,48,70005324,2026-08-10 01:36:50,,3,4,Loud Talking,Residential Building/House,11235,40.59113055874913,-73.95105741875857,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,49,70009954,2026-08-10 01:36:01,,6,2,Posted Parking Sign Violation,Street/Sidewalk,10032,40.83614649255885,-73.93847088918191,In Progress,Manhattan,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,50,70012034,2026-08-10 01:35:22,,6,4,Blocked Bike Lane,Street/Sidewalk,11206,40.70375147288695,-73.94434570353222,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,51,70003847,2026-08-10 01:35:21,,5,3,Loud Music/Party,Store/Commercial,10465,40.84474056330526,-73.81536339866841,In Progress,Bronx,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,52,70009248,2026-08-10 01:34:37,,3,4,Loud Music/Party,Residential Building/House,11236,40.639826653887006,-73.88340762560922,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,53,70013274,2026-08-10 01:34:27,2026-08-10 01:45:46,6,4,Blocked Hydrant,Street/Sidewalk,11207,40.67980432542783,-73.8917526486151,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,54,70013345,2026-08-10 01:33:39,,6,4,Blocked Bike Lane,Street/Sidewalk,11206,40.70375147288695,-73.94434570353222,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,55,70004068,2026-08-10 01:33:37,,3,4,Loud Music/Party,Residential Building/House,11226,40.64298059595477,-73.96053228551497,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,56,70010557,2026-08-10 01:33:33,,8,4,Loud Music/Party,Street/Sidewalk,11226,40.65395429797078,-73.96069878377155,In Progress,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,57,70011662,2026-08-10 01:33:26,,3,3,Loud Music/Party,Residential Building/House,10472,40.829108966230166,-73.87930712181698,In Progress,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,58,70011980,2026-08-10 01:33:10,,3,4,Loud Television,Residential Building/House,11221,40.68757698683151,-73.92567404582309,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,59,70011879,2026-08-10 01:33:02,,4,4,No Access,Street/Sidewalk,11226,40.6388598332972,-73.95119536295904,In Progress,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,60,70010558,2026-08-10 01:32:59,,4,4,No Access,Street/Sidewalk,11230,40.61452187987664,-73.95843843662982,In Progress,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,61,70006243,2026-08-10 01:32:50,,11,4,St Name - Attached To Pole,Street,11218,40.6432680389921,-73.97832563501309,In Progress,Brooklyn,Street Sign - Missing,Transportation,2026-08-10,1,2026,8,Monday,False
2026-08-10,62,70012586,2026-08-10 01:32:50,,8,2,Loud Talking,Street/Sidewalk,10029,40.8002326102148,-73.94545696051279,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,63,70006707,2026-08-10 01:32:32,,5,2,Banging/Pounding,Club/Bar/Restaurant,10002,40.71839400517128,-73.98920651756731,In Progress,Manhattan,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,64,70012033,2026-08-10 01:32:25,,6,4,Blocked Bike Lane,Street/Sidewalk,11206,40.70933278009095,-73.946887555689,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,65,70013696,2026-08-10 01:32:17,,3,1,Loud Music/Party,Residential Building/House,11385,40.70607777200031,-73.9014771542325,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,66,70004578,2026-08-10 01:32:08,,4,1,Partial Access,Street/Sidewalk,11385,40.70522170806214,-73.90183187964534,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,67,70013829,2026-08-10 01:32:07,,8,1,Loud Talking,Street/Sidewalk,11372,40.75233709022047,-73.8914037909877,In Progress,Queens,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,68,70009918,2026-08-10 01:31:40,,8,2,Loud Music/Party,Street/Sidewalk,10029,40.79312109712619,-73.94562530427025,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,69,70005159,2026-08-10 01:31:35,,6,3,Blocked Hydrant,Street/Sidewalk,10472,40.83342849023004,-73.86865697421297,In Progress,Bronx,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,70,70009685,2026-08-10 01:31:25,,3,1,Loud Television,Residential Building/House,11101,40.75773331739229,-73.94589242432106,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,71,70004159,2026-08-10 01:31:08,2026-08-10 01:39:46,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.69818222739423,-73.95687161459789,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,72,70013254,2026-08-10 01:30:58,,3,4,Loud Music/Party,Residential Building/House,11208,40.66710377223104,-73.87759606753109,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,73,70006619,2026-08-10 01:30:38,,12,3,With License Plate,Street/Sidewalk,10458,40.86703920159386,-73.88860969283401,In Progress,Bronx,Abandoned Vehicle,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,74,70004038,2026-08-10 01:30:21,,6,4,Double Parked Blocking Vehicle,Street/Sidewalk,11226,40.64487455187784,-73.94701093478726,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,75,70013879,2026-08-10 01:29:51,,13,2,In Public,Street/Sidewalk,10029,40.8001391850586,-73.94523671250363,In Progress,Manhattan,Drinking,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,76,70010635,2026-08-10 01:29:50,2026-08-10 01:37:41,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.6972983379921,-73.9566738395295,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,77,70006331,2026-08-10 01:29:12,,14,1,Catch Basin Search,Sewer,11378,40.72842445604527,-73.89104227230678,In Progress,Queens,Sewer Maintenance,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,78,70013093,2026-08-10 01:28:22,,8,3,Loud Music/Party,Street/Sidewalk,10462,40.85272673247533,-73.86881767686059,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,79,70004158,2026-08-10 01:27:58,2026-08-10 01:37:22,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.6972983379921,-73.9566738395295,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,80,70010310,2026-08-10 01:27:27,,3,3,Banging/Pounding,Residential Building/House,10473,40.80631912749592,-73.85295036524472,In Progress,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,81,70006848,2026-08-10 01:27:17,,8,4,Loud Music/Party,Street/Sidewalk,11211,40.707802364159264,-73.95616565678144,In Progress,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,82,70010763,2026-08-10 01:27:02,,15,4,Broken Sidewalk,Sidewalk,11208,40.672234477985015,-73.87570126029912,In Progress,Brooklyn,Sidewalk Condition,Transportation,2026-08-10,1,2026,8,Monday,False
2026-08-10,83,70011785,2026-08-10 01:26:52,,16,2,Unknown,Store/Commercial,10002,40.71198809850302,-73.99430799519259,In Progress,Manhattan,Encampment,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,84,70013292,2026-08-10 01:26:18,2026-08-10 01:37:22,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.6972983379921,-73.9566738395295,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,85,70013022,2026-08-10 01:26:07,,5,3,Loud Music/Party,Store/Commercial,10452,40.833363492535206,-73.92914654964345,In Progress,Bronx,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,86,70007372,2026-08-10 01:25:56,,3,2,Loud Television,Residential Building/House,10036,40.760921140478935,-73.98871591951574,In Progress,Manhattan,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,87,70012648,2026-08-10 01:25:38,2026-08-10 01:36:13,8,2,Loud Music/Party,Street/Sidewalk,10040,40.85462115652687,-73.9289865404921,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,88,70012474,2026-08-10 01:25:36,,3,1,Loud Music/Party,Residential Building/House,11368,40.741263962949205,-73.8513617769851,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,89,70003910,2026-08-10 01:25:25,,8,3,Loud Music/Party,Street/Sidewalk,10462,40.851589263063005,-73.86780058180118,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,90,70013903,2026-08-10 01:25:06,,8,2,Loud Talking,Street/Sidewalk,10027,40.811873852260725,-73.9473150904418,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,91,70006177,2026-08-10 01:24:42,,17,2,Blocking Sidewalk Or Street,Sidewalk,10040,40.854026343505424,-73.93027766086075,In Progress,Manhattan,Dumpster Complaint,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,92,70008618,2026-08-10 01:24:39,,8,2,Loud Music/Party,Street/Sidewalk,10036,40.76229378112288,-73.99191760177524,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,93,70010261,2026-08-10 01:24:25,2026-08-10 01:35:11,2,3,Fire Hydrant Emergency,Sidewalk,10451,40.82979012270764,-73.92107420870009,Closed,Bronx,Water Maintenance,Infrastructure,2026-08-10,1,2026,8,Monday,False
2026-08-10,94,70010556,2026-08-10 01:24:24,,18,4,Car/Truck Music,Street/Sidewalk,11226,40.65363313018957,-73.96061608221525,In Progress,Brooklyn,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,95,70008033,2026-08-10 01:24:17,2026-08-10 01:26:20,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.69560743326596,-73.95633595414944,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,96,70013125,2026-08-10 01:24:09,,8,3,Loud Talking,Street/Sidewalk,10458,40.869651708656015,-73.88814974388278,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,97,70005157,2026-08-10 01:23:45,,3,3,Loud Talking,Residential Building/House,10473,40.80637413705587,-73.85304054923232,In Progress,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,98,70006635,2026-08-10 01:23:43,,6,4,Blocked Hydrant,Street/Sidewalk,11224,40.57732006934196,-73.9713129720379,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,99,70011834,2026-08-10 01:23:37,2026-08-10 01:34:16,4,3,No Access,Street/Sidewalk,10468,40.86656965932709,-73.90040058589278,Closed,Bronx,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,100,70007292,2026-08-10 01:23:28,,6,1,Blocked Hydrant,Street/Sidewalk,11364,40.753262378124,-73.77432965112008,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,101,70006858,2026-08-10 01:22:04,,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.7320352282386,-73.95457293844488,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,102,70008512,2026-08-10 01:21:57,,3,1,Loud Music/Party,Residential Building/House,11368,40.741263962949205,-73.8513617769851,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,103,70007825,2026-08-10 01:21:54,,8,3,Loud Music/Party,Street/Sidewalk,10462,40.85225720783572,-73.86865955557654,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,104,70012670,2026-08-10 00:45:21,,6,3,Blocked Hydrant,Street/Sidewalk,10455,40.81237137041546,-73.90545977958996,In Progress,Bronx,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,105,70005200,2026-08-10 01:21:35,,8,3,Loud Music/Party,Street/Sidewalk,10453,40.845749925937085,-73.92413470328373,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,106,70013189,2026-08-10 01:21:13,,19,4,Other (Complaint Details),Residential Building/House,11226,40.65145957050939,-73.9540475859135,In Progress,Brooklyn,Animal-Abuse,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,107,70005852,2026-08-10 01:21:04,,8,2,Loud Music/Party,Street/Sidewalk,10036,40.75913755145328,-73.99633620122437,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,108,70010335,2026-08-10 01:21:03,,5,3,Loud Music/Party,Store/Commercial,10452,40.84276723569249,-73.91732173631907,In Progress,Bronx,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,109,70009851,2026-08-10 01:20:50,,4,1,No Access,Street/Sidewalk,11436,40.67778509546546,-73.79860691447955,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,110,70008036,2026-08-10 01:20:48,2026-08-10 01:35:30,3,4,Loud Music/Party,Residential Building/House,11213,40.678583172296406,-73.94131662807085,Closed,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,111,70010530,2026-08-10 01:20:45,,3,4,Loud Music/Party,Residential Building/House,11203,40.6506659503304,-73.93126860119652,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,112,70009194,2026-08-10 01:19:35,,3,4,Banging/Pounding,Residential Building/House,11223,40.60591149595023,-73.96701865818098,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,113,70004588,2026-08-10 01:19:25,,5,1,Loud Music/Party,Club/Bar/Restaurant,11419,40.69056065139501,-73.81409194285082,In Progress,Queens,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,114,70007170,2026-08-10 01:18:57,,3,1,Loud Music/Party,Residential Building/House,11418,40.69296833187658,-73.83418551357916,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,115,70013391,2026-08-10 01:18:57,,20,1,Driver Complaint - Passenger,Street,11430,40.64832048620134,-73.78828125130184,In Progress,Queens,Taxi Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,116,70003833,2026-08-10 01:18:56,,8,3,Loud Music/Party,Street/Sidewalk,10452,40.845138089074176,-73.9244896046163,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,117,70004157,2026-08-10 01:18:53,2026-08-10 01:26:20,6,4,Blocked Bike Lane,Street/Sidewalk,11205,40.69715834401264,-73.9566450801153,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,118,70005201,2026-08-10 01:15:28,,8,3,Loud Music/Party,Street/Sidewalk,10453,40.85042664595782,-73.90522857511729,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,119,70013261,2026-08-10 01:18:16,2026-08-10 01:42:49,8,4,Loud Talking,Street/Sidewalk,11208,40.68381291071493,-73.87918430201209,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,120,70013776,2026-08-10 01:17:48,,12,1,With License Plate,Street/Sidewalk,11373,40.74341280587821,-73.87414298679369,In Progress,Queens,Abandoned Vehicle,Vehicle,2026-08-10,1,2026,8,Monday,False
